P_YYYYMMDD,BASE_WEEKDAY,BASE_TM,ENTR_NO,MDL_NM,CHNL_PNTN_ESPE_BRD_CHNL_NO,CHNL_ESPE_POT_CHNL_STAY_TM,WTCH_REGN_NM
2023-10-28,7,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,2300,경기/인천
2023-10-01,1,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,2728,경기/인천
2023-09-28,5,21,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,1371,경기/인천
2023-10-01,1,21,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,1571,경기/인천
2023-09-16,7,23,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,702,경기/인천
2023-08-19,7,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,694,경기/인천
2023-09-06,4,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,1380,경기/인천
2023-08-02,4,21,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,1237,경기/인천
2023-08-20,1,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,2108,경기/인천
2023-10-05,5,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,792,경기/인천
2023-08-08,3,21,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,2541,경기/인천
2023-08-23,4,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,612,경기/인천
2023-08-23,4,6,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,689,경기/인천
2023-10-01,1,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,1290,경기/인천
2023-10-01,1,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,650,경기/인천
2023-10-07,7,15,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,5,928,경기/인천
2023-10-16,2,4,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,24,1005,경기/인천
2023-09-17,1,0,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,24,1716,경기/인천
2023-10-19,5,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,24,748,경기/인천
2023-10-01,1,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,24,997,경기/인천
2023-09-19,3,3,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,24,745,경기/인천
2023-08-07,2,15,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,24,6935,경기/인천
2023-08-03,5,4,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,24,1290,경기/인천
2023-08-23,4,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,3961,경기/인천
2023-10-02,2,8,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,1200,경기/인천
2023-08-04,6,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,688,경기/인천
2023-09-29,6,15,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,2091,경기/인천
2023-09-17,1,11,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,946,경기/인천
2023-10-02,2,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,931,경기/인천
2023-09-08,6,16,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,1050,경기/인천
2023-08-13,1,12,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,2253,경기/인천
2023-09-12,3,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,791,경기/인천
2023-10-02,2,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,928,경기/인천
2023-08-21,2,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,1024,경기/인천
2023-10-09,2,7,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,2103,경기/인천
2023-08-01,3,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,985,경기/인천
2023-10-09,2,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,1500,경기/인천
2023-10-08,1,12,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,16,1443,경기/인천
2023-08-24,5,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,44,806,경기/인천
2023-10-02,2,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,7,632,경기/인천
2023-10-01,1,11,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,7,931,경기/인천
2023-08-03,5,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,15,1776,경기/인천
2023-08-01,3,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,15,724,경기/인천
2023-09-01,6,0,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,15,12906,경기/인천
2023-08-25,6,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,15,1252,경기/인천
2023-10-30,2,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,15,1448,경기/인천
2023-08-17,5,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,15,1012,경기/인천
2023-08-01,3,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,15,1320,경기/인천
2023-10-09,2,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,15,10550,경기/인천
2023-09-04,2,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,15,858,경기/인천
2023-08-29,3,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,15,758,경기/인천
2023-08-29,3,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,15,677,경기/인천
2023-08-17,5,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,40,3323,경기/인천
2023-10-01,1,8,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,40,709,경기/인천
2023-08-22,3,10,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,40,690,경기/인천
2023-09-13,4,5,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,40,601,경기/인천
2023-08-12,7,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,40,1184,경기/인천
2023-09-01,6,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,69,860,경기/인천
2023-09-05,3,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,69,1734,경기/인천
2023-09-15,6,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,69,1561,경기/인천
2023-08-18,6,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,69,694,경기/인천
2023-08-01,3,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,69,1137,경기/인천
2023-09-08,6,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,69,1143,경기/인천
2023-09-01,6,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,69,653,경기/인천
2023-08-23,4,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,69,1805,경기/인천
2023-09-18,2,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,69,1272,경기/인천
2023-08-23,4,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,69,1625,경기/인천
2023-09-22,6,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,69,1988,경기/인천
2023-08-29,3,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,69,709,경기/인천
2023-08-08,3,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,66,3147,경기/인천
2023-08-05,7,1,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,66,744,경기/인천
2023-08-07,2,7,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,66,702,경기/인천
2023-08-09,4,7,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,66,787,경기/인천
2023-08-19,7,16,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,76,3445,경기/인천
2023-08-16,4,12,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,76,917,경기/인천
2023-08-25,6,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,76,840,경기/인천
2023-09-10,1,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,76,2989,경기/인천
2023-09-08,6,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,76,615,경기/인천
2023-09-08,6,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,76,1673,경기/인천
2023-08-16,4,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,76,3570,경기/인천
2023-08-16,4,12,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,76,610,경기/인천
2023-08-18,6,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,76,775,경기/인천
2023-09-08,6,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,76,1941,경기/인천
2023-08-24,5,6,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,76,2759,경기/인천
2023-10-31,3,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,18,1140,경기/인천
2023-10-09,2,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,18,1126,경기/인천
2023-09-04,2,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,18,943,경기/인천
2023-09-01,6,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,18,2204,경기/인천
2023-08-03,5,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,18,715,경기/인천
2023-09-18,2,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,18,817,경기/인천
2023-08-17,5,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,18,2623,경기/인천
2023-10-01,1,9,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,18,718,경기/인천
2023-08-03,5,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,18,1817,경기/인천
2023-09-25,2,23,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,67,1073,경기/인천
2023-09-24,1,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,67,1442,경기/인천
2023-08-14,2,22,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,67,863,경기/인천
2023-09-26,3,5,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,67,933,경기/인천
2023-08-08,3,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,67,626,경기/인천
2023-08-27,1,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,67,646,경기/인천
2023-10-01,1,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,67,745,경기/인천
2023-10-01,1,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,67,637,경기/인천
2023-09-30,7,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,67,1162,경기/인천
2023-09-26,3,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,67,874,경기/인천
2023-08-21,2,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,67,984,경기/인천
2023-10-22,1,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,67,690,경기/인천
2023-10-19,5,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,19,10913,경기/인천
2023-10-08,1,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,19,685,경기/인천
2023-09-06,4,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,19,735,경기/인천
2023-10-18,4,15,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,19,2076,경기/인천
2023-10-25,4,15,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,19,816,경기/인천
2023-08-23,4,15,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,19,602,경기/인천
2023-09-08,6,15,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,19,2869,경기/인천
2023-09-29,6,11,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,19,8013,경기/인천
2023-10-18,4,15,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,19,1571,경기/인천
2023-08-08,3,15,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,19,2039,경기/인천
2023-08-27,1,15,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,7388,경기/인천
2023-08-23,4,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,1017,경기/인천
2023-08-25,6,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,1028,경기/인천
2023-08-13,1,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,2648,경기/인천
2023-08-24,5,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,2379,경기/인천
2023-08-27,1,11,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,1369,경기/인천
2023-08-19,7,10,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,1279,경기/인천
2023-08-19,7,10,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,3794,경기/인천
2023-08-20,1,9,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,832,경기/인천
2023-08-30,4,9,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,847,경기/인천
2023-09-16,7,10,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,2253,경기/인천
2023-08-13,1,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,949,경기/인천
2023-08-16,4,0,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,2651,경기/인천
2023-08-10,5,11,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,1007,경기/인천
2023-08-08,3,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,986,경기/인천
2023-09-16,7,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,1414,경기/인천
2023-10-23,2,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,2351,경기/인천
2023-08-25,6,15,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,2194,경기/인천
2023-09-03,1,15,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,1237,경기/인천
2023-08-30,4,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,1107,경기/인천
2023-10-14,7,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,5315,경기/인천
2023-08-24,5,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,2148,경기/인천
2023-10-20,6,10,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,3729,경기/인천
2023-08-10,5,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,1833,경기/인천
2023-08-14,2,23,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,2567,경기/인천
2023-09-17,1,14,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,90,2021,경기/인천
2023-10-18,4,12,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,694,경기/인천
2023-09-14,5,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,3167,경기/인천
2023-08-16,4,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,668,경기/인천
2023-09-29,6,6,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,1251,경기/인천
2023-09-14,5,11,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,666,경기/인천
2023-09-14,5,12,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,2593,경기/인천
2023-08-16,4,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,606,경기/인천
2023-08-21,2,12,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,769,경기/인천
2023-09-16,7,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,5414,경기/인천
2023-09-10,1,10,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,835,경기/인천
2023-08-10,5,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,1428,경기/인천
2023-08-16,4,12,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,2279,경기/인천
2023-08-27,1,11,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,2146,경기/인천
2023-08-24,5,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,1280,경기/인천
2023-10-17,3,13,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,1639,경기/인천
2023-08-16,4,11,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,74,601,경기/인천
2023-09-04,2,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,1,3324,경기/인천
2023-09-09,7,12,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,1,2502,경기/인천
2023-10-19,5,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,38,620,경기/인천
2023-10-12,5,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,38,778,경기/인천
2023-10-24,3,23,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,42,3147,경기/인천
2023-09-04,2,21,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,42,4368,경기/인천
2023-08-26,7,23,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,42,1185,경기/인천
2023-10-08,1,9,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,49,1309,경기/인천
2023-10-22,1,8,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,51,1081,경기/인천
2023-10-09,2,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,9,912,경기/인천
2023-10-01,1,21,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,9,698,경기/인천
2023-09-17,1,4,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,9,1603,경기/인천
2023-09-21,5,21,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,9,1521,경기/인천
2023-08-24,5,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,9,1007,경기/인천
2023-09-29,6,12,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,9,875,경기/인천
2023-10-07,7,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,9,660,경기/인천
2023-08-12,7,15,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,31,1134,경기/인천
2023-10-29,1,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,31,834,경기/인천
2023-09-03,1,20,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,31,1022,경기/인천
2023-09-10,1,6,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,104,1486,경기/인천
2023-09-10,1,5,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,104,1357,경기/인천
2023-08-24,5,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,33,2425,경기/인천
2023-08-24,5,17,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,33,2126,경기/인천
2023-08-04,6,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,33,867,경기/인천
2023-09-14,5,5,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,33,1246,경기/인천
2023-08-24,5,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,33,893,경기/인천
2023-08-16,4,11,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,33,1221,경기/인천
2023-10-12,5,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,39,1002,경기/인천
2023-10-08,1,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,39,776,경기/인천
2023-08-26,7,16,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,107,1053,경기/인천
2023-09-25,2,4,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,107,899,경기/인천
2023-09-25,2,4,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,107,635,경기/인천
2023-10-27,6,4,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,23,1041,경기/인천
2023-10-01,1,8,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,23,1057,경기/인천
2023-09-29,6,9,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,23,2164,경기/인천
2023-09-28,5,18,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,23,11375,경기/인천
2023-08-25,6,7,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,23,647,경기/인천
2023-10-12,5,4,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,23,836,경기/인천
2023-09-16,7,2,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,23,961,경기/인천
2023-09-28,5,4,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,23,802,경기/인천
2023-09-10,1,19,12B592DB259836F5196D9EF2CBAC3AA8151ED787,UHD4K,68,3557,경기/인천
